insectid,measurement,length
3-T9-50-W2,3,5.97
3-T9-50-W3,1,5.13
3-T9-50-W3,2,5.12
3-T9-50-W3,3,5.09
3-T9-50-W4,1,5.68
3-T9-50-W4,2,5.67
3-T9-50-W4,3,5.66
3-T9-50-W5,1,6.18
3-T9-50-W5,2,6.19
3-T9-50-W5,3,6.19
3-T9-50-W6,1,5.78
3-T9-50-W6,2,5.8
3-T9-50-W6,3,5.78
3-T9-50-W7,1,5.07
3-T9-50-W7,2,5.12
3-T9-50-W7,3,5.15
3-T9-50-W8,1,7.37
3-T9-50-W8,2,7.44
3-T9-50-W8,3,7.44
3-T9-50-W9,1,7.34
3-T9-50-W9,2,7.27
3-T9-50-W9,3,7.34
3-T9-50-W10,1,7.27
3-T9-50-W10,2,7.32
3-T9-50-W10,3,7.4
3-T10-0-W1,1,5.24
3-T10-0-W1,2,5.19
3-T10-0-W1,3,5.25
3-T10-0-W2,1,4.75
3-T10-0-W2,2,4.81
3-T10-0-W2,3,4.73
3-T10-0-W3,1,4.75
3-T10-0-W3,2,4.75
3-T10-0-W3,3,4.65
3-T10-0-W4,1,4.74
3-T10-0-W4,2,4.72
3-T10-0-W4,3,4.63
3-T10-25-B1,1,8.83
3-T10-25-B1,2,8.77
3-T10-25-B1,3,8.88
3-T10-25-B2,1,9.05
3-T10-25-B2,2,9.02
3-T10-25-B2,3,9.1
3-T10-25-B3,1,9.74
3-T10-25-B3,2,9.48
3-T10-25-B3,3,9.49
3-T10-25-W1,1,5.83
3-T10-25-W1,2,5.76
3-T10-25-W1,3,5.79
3-T10-25-W2,1,4.87
3-T10-25-W2,2,4.91
3-T10-25-W2,3,4.9
3-T10-25-W3,1,4.99
3-T10-25-W3,2,4.99
3-T10-25-W3,3,4.93
3-T10-25-W4,1,5.39
3-T10-25-W4,2,5.37
3-T10-25-W4,3,5.33
3-T10-25-W5,1,5.69
3-T10-25-W5,2,5.75
3-T10-25-W5,3,5.65
3-T10-25-W6,1,4.93
3-T10-25-W6,2,4.83
3-T10-25-W6,3,4.87
3-T10-25-W7,1,5.12
3-T10-25-W7,2,5.1
3-T10-25-W7,3,5.1
3-T10-25-W8,1,4.11
3-T10-25-W8,2,4.14
3-T10-25-W8,3,4.09
3-T10-25-W9,1,5.39
3-T10-25-W9,2,5.3
3-T10-25-W9,3,5.3
3-T10-25-W10,1,4.74
3-T10-25-W10,2,4.77
3-T10-25-W10,3,4.7
3-T10-25-W11,1,4.12
3-T10-25-W11,2,4.16
3-T10-25-W11,3,4.09
3-T10-25-W12,1,4.71
3-T10-25-W12,2,4.71
3-T10-25-W12,3,4.6
3-T10-25-W13,1,4.33
3-T10-25-W13,2,4.31
3-T10-25-W13,3,4.34
3-T10-25-W14,1,5.5
3-T10-25-W14,2,5.54
3-T10-25-W14,3,5.54
3-T10-25-W15,1,5.59
3-T10-25-W15,2,5.6
3-T10-25-W15,3,5.57
3-T10-25-W16,1,4.57
3-T10-25-W16,2,4.53
3-T10-25-W16,3,4.55
3-T10-25-W17,1,5.9
3-T10-25-W17,2,5.82
3-T10-25-W17,3,5.92
3-T10-25-W18,1,5.69
3-T10-25-W18,2,5.67
3-T10-25-W18,3,5.76
3-T10-25-W19,1,5.55
3-T10-25-W19,2,5.52
3-T10-25-W19,3,5.52
3-T10-25-W20,1,4.62
3-T10-25-W20,2,4.58
3-T10-25-W20,3,4.55
3-T10-25-W21,1,5.63
3-T10-25-W21,2,5.64
3-T10-25-W21,3,5.5
3-T10-25-W22,1,4.01
3-T10-25-W22,2,4.05
3-T10-25-W22,3,4.07
3-T10-25-W23,1,5.75
3-T10-25-W23,2,5.85
3-T10-25-W23,3,5.77
3-T10-25-W24,1,4.86
3-T10-25-W24,2,4.81
3-T10-25-W24,3,4.87
3-T10-25-W25,1,5.78
3-T10-25-W25,2,5.77
3-T10-25-W25,3,5.79
3-T10-25-W26,1,4.98
3-T10-25-W26,2,4.94
3-T10-25-W26,3,5.01
3-T10-25-W27,1,5.21
3-T10-25-W27,2,5.38
3-T10-25-W27,3,5.33
3-T10-25-W28,1,6.1
3-T10-25-W28,2,6.07
3-T10-25-W28,3,6.04
3-T10-25-W29,1,4.77
3-T10-25-W29,2,4.73
3-T10-25-W29,3,4.77
3-T10-25-W30,1,8.16
3-T10-25-W30,2,8.14
3-T10-25-W30,3,8.17
3-T10-25-W31,1,7.39
3-T10-25-W31,2,7.53
3-T10-25-W31,3,7.53
3-T10-25-W32,1,7.09
3-T10-25-W32,2,7.08
3-T10-25-W32,3,7.13
3-T10-25-W33,1,7.76
3-T10-25-W33,2,7.82
3-T10-25-W33,3,7.7
3-T10-25-W34,1,7.34
3-T10-25-W34,2,7.33
3-T10-25-W34,3,7.32
3-T10-25-W35,1,7.35
3-T10-25-W35,2,7.27
3-T10-25-W35,3,7.32
3-T10-25-W36,1,7.29
3-T10-25-W36,2,7.28
3-T10-25-W36,3,7.27
3-T10-25-W37,1,7.11
3-T10-25-W37,2,7.08
3-T10-25-W37,3,7.13
3-T10-25-W38,1,7.94
3-T10-25-W38,2,7.94
3-T10-25-W38,3,7.92
3-T10-25-W39,1,6.56
3-T10-25-W39,2,6.54
3-T10-25-W39,3,6.59
3-T10-25-W40,1,8.22
3-T10-25-W40,2,8.26
3-T10-25-W40,3,8.24
3-T10-25-W41,1,7.51
3-T10-25-W41,2,7.45
3-T10-25-W41,3,7.36
3-T10-25-W42,1,5.82
3-T10-25-W42,2,5.77
3-T10-25-W42,3,5.74
3-T10-25-W43,1,7.78
3-T10-25-W43,2,7.91
3-T10-25-W43,3,7.91
3-T10-50-B1,1,9.21
3-T10-50-B1,2,9.06
3-T10-50-B1,3,9.06
3-T10-50-B2,1,6.75
3-T10-50-B2,2,6.66
3-T10-50-B2,3,6.69
3-T10-50-B3,1,6.4
3-T10-50-B3,2,6.59
3-T10-50-B3,3,6.51
3-T10-50-W1,1,5.33
3-T10-50-W1,2,5.27
3-T10-50-W1,3,5.33
3-T10-50-W2,1,4.9
3-T10-50-W2,2,4.97
3-T10-50-W2,3,4.9
3-T10-50-W3,1,5.19
3-T10-50-W3,2,5.15
3-T10-50-W3,3,5.19
3-T10-50-W4,1,4.6
3-T10-50-W4,2,4.57
3-T10-50-W4,3,4.52
3-T10-50-W5,1,5.82
3-T10-50-W5,2,5.81
3-T10-50-W5,3,5.82
3-T10-50-W6,1,4.38
3-T10-50-W6,2,4.39
3-T10-50-W6,3,4.36
3-T10-50-W7,1,5.25
3-T10-50-W7,2,5.24
3-T10-50-W7,3,5.28
3-T10-50-W8,1,4.67
3-T10-50-W8,2,4.71
3-T10-50-W8,3,4.71
3-T10-50-W9,1,5.49
3-T10-50-W9,2,5.52
3-T10-50-W9,3,5.38
3-T10-50-W10,1,4.48
3-T10-50-W10,2,4.55
3-T10-50-W10,3,4.57
3-T10-50-W11,1,7.49
3-T10-50-W11,2,7.43
3-T10-50-W11,3,7.6
4-T1-0-B1,1,9.61
4-T1-0-B1,2,9.57
4-T1-0-B1,3,9.56
4-T1-0-B2,1,12.32
4-T1-0-B2,2,12.38
4-T1-0-B2,3,12.27
4-T1-0-W1,1,4.74
4-T1-0-W1,2,4.67
4-T1-0-W1,3,4.61
4-T1-0-W2,1,4.65
4-T1-0-W2,2,4.71
4-T1-0-W2,3,4.61
4-T1-0-W3,1,4.93
4-T1-0-W3,2,4.9
4-T1-0-W3,3,4.94
4-T1-0-W4,1,4.9
4-T1-0-W4,2,5
4-T1-0-W4,3,4.85
4-T1-0-W5,1,4.52
4-T1-0-W5,2,4.52
4-T1-0-W5,3,4.44
4-T1-0-W6,1,4.79
4-T1-0-W6,2,4.78
4-T1-0-W6,3,4.64
4-T1-0-W7,1,4.61
4-T1-0-W7,2,4.63
4-T1-0-W7,3,4.59
4-T1-0-W8,1,5.11
4-T1-0-W8,2,5.21
4-T1-0-W8,3,5.11
4-T1-0-W9,1,5.12
4-T1-0-W9,2,5.18
4-T1-0-W9,3,5.15
4-T1-0-W10,1,4.3
4-T1-0-W10,2,4.21
4-T1-0-W10,3,4.2
4-T1-0-W11,1,4.72
4-T1-0-W11,2,4.55
4-T1-0-W11,3,4.54
4-T1-25-B1,1,6.31
4-T1-25-B1,2,6.21
4-T1-25-B1,3,6.28
4-T1-25-W1,1,5.3
4-T1-25-W1,2,5.27
4-T1-25-W1,3,5.29
4-T1-25-W2,1,5.75
4-T1-25-W2,2,5.7
4-T1-25-W2,3,5.65
4-T1-25-W3,1,4.43
4-T1-25-W3,2,4.5
4-T1-25-W3,3,4.39
4-T1-25-W4,1,4.23
4-T1-25-W4,2,4.21
4-T1-25-W4,3,4.23
4-T1-25-W5,1,5.34
4-T1-25-W5,2,5.41
4-T1-25-W5,3,5.36
4-T1-50-W1,1,4.65
4-T1-50-W1,2,4.63
4-T1-50-W1,3,4.61
4-T1-50-W2,1,5.14
4-T1-50-W2,2,5.11
4-T1-50-W2,3,5.1
4-T1-50-W3,1,4.96
4-T1-50-W3,2,4.96
4-T1-50-W3,3,4.9
4-T1-50-W4,1,4.44
4-T1-50-W4,2,4.35
4-T1-50-W4,3,4.22
4-T1-50-W5,1,5.62
4-T1-50-W5,2,5.57
4-T1-50-W5,3,5.64
4-T1-50-W6,1,5.87
4-T1-50-W6,2,5.55
4-T1-50-W6,3,5.61
4-T2-0-B1,1,9.73
4-T2-0-B1,2,9.4
4-T2-0-B1,3,9.39
4-T2-0-B2,1,8
4-T2-0-B2,2,7.98
4-T2-0-B2,3,7.68
4-T2-0-W1,1,5.91
4-T2-0-W1,2,5.78
4-T2-0-W1,3,5.9
4-T2-0-W2,1,4.83
4-T2-0-W2,2,4.8
4-T2-0-W2,3,4.82
4-T2-0-W3,1,4.39
4-T2-0-W3,2,4.36
4-T2-0-W3,3,4.38
4-T2-0-W4,1,4.52
4-T2-0-W4,2,4.39
4-T2-0-W4,3,4.41
4-T2-25-W1,1,4.74
4-T2-25-W1,2,4.58
4-T2-25-W1,3,4.65
4-T2-25-W2,1,5.08
4-T2-25-W2,2,4.99
4-T2-25-W2,3,5.14
4-T2-25-W3,1,4.86
4-T2-25-W3,2,4.75
4-T2-25-W3,3,4.8
4-T2-25-W4,1,4.29
4-T2-25-W4,2,4.08
4-T2-25-W4,3,4.08
4-T2-50-B1,1,6.98
4-T2-50-B1,2,6.83
4-T2-50-B1,3,6.82
4-T2-50-B2,1,7.13
4-T2-50-B2,2,6.95
4-T2-50-B2,3,7.04
4-T2-50-W1,1,4.96
4-T2-50-W1,2,4.88
4-T2-50-W1,3,4.82
4-T2-50-W2,1,4.67
4-T2-50-W2,2,4.52
4-T2-50-W2,3,4.54
4-T2-50-W3,1,4.9
4-T2-50-W3,2,5
4-T2-50-W3,3,4.87
4-T2-50-W4,1,5.67
4-T2-50-W4,2,5.61
4-T2-50-W4,3,5.46
4-T2-50-W5,1,5.55
4-T2-50-W5,2,5.45
4-T2-50-W5,3,5.47
4-T2-50-W6,1,5.77
4-T2-50-W6,2,5.88
4-T2-50-W6,3,5.84
4-T3-0-B1,1,9.21
4-T3-0-B1,2,9.43
4-T3-0-B1,3,9.39
4-T3-0-B2,1,13.55
4-T3-0-B2,2,13.57
4-T3-0-B2,3,13.43
4-T3-0-B3,1,13.28
4-T3-0-B3,2,13.14
4-T3-0-B3,3,13.06
4-T3-0-B4,1,6.19
4-T3-0-B4,2,6.06
4-T3-0-B4,3,6.09
4-T3-0-W1,1,5.33
4-T3-0-W1,2,5.37
4-T3-0-W1,3,5.34
4-T3-0-W2,1,5.16
4-T3-0-W2,2,5.18
4-T3-0-W2,3,5.33
4-T3-0-W4,1,4.72
4-T3-0-W4,2,4.8
4-T3-0-W4,3,4.72
4-T3-0-W5,1,4.38
4-T3-0-W5,2,4.38
4-T3-0-W5,3,4.45
4-T3-0-W6,1,5.64
4-T3-0-W6,2,5.68
4-T3-0-W6,3,5.72
4-T3-0-W7,1,4.64
4-T3-0-W7,2,4.61
4-T3-0-W7,3,4.68
4-T3-0-W8,1,4.36
4-T3-0-W8,2,4.33
4-T3-0-W8,3,4.39
4-T3-0-W9,1,4.82
4-T3-0-W9,2,4.85
4-T3-0-W9,3,4.79
4-T3-0-W10,1,5.34
4-T3-0-W10,2,5.34
4-T3-0-W10,3,5.21
4-T3-0-W11,1,4.09
4-T3-0-W11,2,4.01
4-T3-0-W11,3,4
4-T3-0-W12,1,5.38
4-T3-0-W12,2,5.35
4-T3-0-W12,3,5.26
4-T3-0-W13,1,3.71
4-T3-0-W13,2,3.7
4-T3-0-W13,3,3.71
4-T3-0-W14,1,4.51
4-T3-0-W14,2,4.55
4-T3-0-W14,3,4.46
4-T3-0-W15,1,5.58
4-T3-0-W15,2,5.66
4-T3-0-W15,3,5.55
4-T3-0-W16,1,4.68
4-T3-0-W16,2,4.66
4-T3-0-W16,3,4.74
4-T3-0-W17,1,7.66
4-T3-0-W17,2,7.66
4-T3-0-W17,3,7.53
4-T3-0-W18,1,6.12
4-T3-0-W18,2,6.04
4-T3-0-W18,3,6.14
4-T3-25-B1,1,9
4-T3-25-B1,2,9.03
4-T3-25-B1,3,8.98
4-T3-25-B2,1,7.13
4-T3-25-B2,2,7.09
4-T3-25-B2,3,6.89
4-T3-25-B3,1,10.01
4-T3-25-B3,2,10
4-T3-25-B3,3,10.02
4-T3-25-W1,1,4.69
4-T3-25-W1,2,4.88
4-T3-25-W1,3,4.91
4-T3-25-W2,1,4.65
4-T3-25-W2,2,4.8
4-T3-25-W2,3,4.84
4-T3-25-W3,1,5.66
4-T3-25-W3,2,5.79
4-T3-25-W3,3,5.82
4-T3-50-B1,1,9.69
4-T3-50-B1,2,9.61
4-T3-50-B1,3,9.59
4-T3-50-B2,1,7.75
4-T3-50-B2,2,7.68
4-T3-50-B2,3,7.86
4-T3-50-B3,1,6.33
4-T3-50-B3,2,6.26
4-T3-50-B3,3,6.42
4-T3-50-W1,1,5.6
4-T3-50-W1,2,5.61
4-T3-50-W1,3,5.6
4-T3-50-W2,1,5.02
4-T3-50-W2,2,5.07
4-T3-50-W2,3,5.06
4-T3-50-W3,1,4.16
4-T3-50-W3,2,4.04
4-T3-50-W3,3,4.3
4-T3-50-W4,1,5.39
4-T3-50-W4,2,5.38
4-T3-50-W4,3,5.35
4-T3-50-W5,1,5.51
4-T3-50-W5,2,5.38
4-T3-50-W5,3,5.52
4-T3-50-W6,1,5.76
4-T3-50-W6,2,5.79
4-T3-50-W6,3,5.65
4-T3-50-W7,1,7.28
4-T3-50-W7,2,7.31
4-T3-50-W7,3,7.29
4-T4-0-B1,1,9.1
4-T4-0-B1,2,9.22
4-T4-0-B1,3,9.25
4-T4-0-B2,1,10.05
4-T4-0-B2,2,9.96
4-T4-0-B2,3,10
4-T4-0-B3,1,10
4-T4-0-B3,2,9.79
4-T4-0-B3,3,9.92
4-T4-0-W1,1,5.08
4-T4-0-W1,2,5.12
4-T4-0-W1,3,5.1
4-T4-0-W2,1,4.68
4-T4-0-W2,2,4.67
4-T4-0-W2,3,4.71
4-T4-0-W3,1,5.06
4-T4-0-W3,2,5.15
4-T4-0-W3,3,5.14
4-T4-0-W4,1,5.36
4-T4-0-W4,2,5.27
4-T4-0-W4,3,5.31
4-T4-0-W5,1,4.74
4-T4-0-W5,2,4.65
4-T4-0-W5,3,4.66
4-T4-0-W6,1,3.89
4-T4-0-W6,2,3.86
4-T4-0-W6,3,3.86
4-T4-0-W7,1,4.82
4-T4-0-W7,2,4.81
4-T4-0-W7,3,4.74
4-T4-0-W8,1,7.52
4-T4-0-W8,2,7.36
4-T4-0-W8,3,7.5
4-T4-25-W1,1,5.1
4-T4-25-W1,2,5.12
4-T4-25-W1,3,5.1
4-T4-25-W2,1,7.48
4-T4-25-W2,2,7.43
4-T4-25-W2,3,7.43
4-T4-50-B1,1,10.13
4-T4-50-B1,2,10.38
4-T4-50-B1,3,10.2
4-T4-50-B2,1,9.28
4-T4-50-B2,2,9.07
4-T4-50-B2,3,9.29
4-T4-50-B3,1,9.04
4-T4-50-B3,2,8.9
4-T4-50-B3,3,8.85
4-T4-50-B4,1,9.2
4-T4-50-B4,2,9.23
4-T4-50-B4,3,9.45
4-T4-50-B5,1,9.24
4-T4-50-B5,2,9.12
4-T4-50-B5,3,9.27
4-T4-50-B6,1,8.88
4-T4-50-B6,2,8.81
4-T4-50-B6,3,8.59
4-T4-50-B7,1,6.75
4-T4-50-B7,2,6.98
4-T4-50-B7,3,6.8
4-T4-50-B8,1,6.48
4-T4-50-B8,2,6.45
4-T4-50-B8,3,6.39
4-T4-50-W1,1,5.76
4-T4-50-W1,2,5.74
4-T4-50-W1,3,5.59
4-T4-50-W2,1,5.37
4-T4-50-W2,2,5.31
4-T4-50-W2,3,5.42
4-T4-50-W3,1,4.83
4-T4-50-W3,2,4.76
4-T4-50-W3,3,4.65
4-T4-50-W4,1,3.9
4-T4-50-W4,2,4
4-T4-50-W4,3,3.82
4-T4-50-W5,1,4.03
4-T4-50-W5,2,3.9
4-T4-50-W5,3,4
4-T4-50-W6,1,5.84
4-T4-50-W6,2,5.71
4-T4-50-W6,3,5.74
4-T4-50-W7,1,5.62
4-T4-50-W7,2,5.73
4-T4-50-W7,3,5.58
4-T4-50-W8,1,4.4
4-T4-50-W8,2,4.42
4-T4-50-W8,3,4.45
4-T4-50-W9,1,3.89
4-T4-50-W9,2,3.82
4-T4-50-W9,3,3.71
4-T4-50-W10,1,5.08
4-T4-50-W10,2,5.02
4-T4-50-W10,3,5.07
4-T4-50-W11,1,4.35
4-T4-50-W11,2,4.37
4-T4-50-W11,3,4.33
4-T4-50-W12,1,5.42
4-T4-50-W12,2,5.46
4-T4-50-W12,3,5.41
4-T4-50-W13,1,4.48
4-T4-50-W13,2,4.49
4-T4-50-W13,3,4.39
4-T4-50-W14,1,4.73
4-T4-50-W14,2,4.79
4-T4-50-W14,3,4.7
4-T4-50-W15,1,4.95
4-T4-50-W15,2,5.06
4-T4-50-W15,3,5.06
4-T4-50-W16,1,4.08
4-T4-50-W16,2,4.01
4-T4-50-W16,3,4.09
4-T4-50-W17,1,5.57
4-T4-50-W17,2,5.59
4-T4-50-W17,3,5.61
4-T4-50-W18,1,4.35
4-T4-50-W18,2,4.39
4-T4-50-W18,3,4.39
4-T4-50-W19,1,4.94
4-T4-50-W19,2,4.97
4-T4-50-W19,3,4.95
4-T4-50-W20,1,5.11
4-T4-50-W20,2,5.02
4-T4-50-W20,3,5.02
4-T4-50-W21,1,4.77
4-T4-50-W21,2,4.78
4-T4-50-W21,3,4.66
4-T4-50-W22,1,4.67
4-T4-50-W22,2,4.65
4-T4-50-W22,3,4.78
4-T4-50-W23,1,4.12
4-T4-50-W23,2,4.17
4-T4-50-W23,3,4.25
4-T4-50-W24,1,4.18
4-T4-50-W24,2,4.23
4-T4-50-W24,3,4.24
4-T4-50-W25,1,4.51
4-T4-50-W25,2,4.53
4-T4-50-W25,3,4.51
4-T4-50-W26,1,5.23
4-T4-50-W26,2,5.28
4-T4-50-W26,3,5.25
4-T4-50-W27,1,7.29
4-T4-50-W27,2,7.28
4-T4-50-W27,3,7.23
4-T4-50-W28,1,7.67
4-T4-50-W28,2,7.67
4-T4-50-W28,3,7.65
4-T5-0-B1,1,9.64
4-T5-0-B1,2,9.58
4-T5-0-B1,3,9.7
4-T5-0-B2,1,10.07
4-T5-0-B2,2,10.07
4-T5-0-B2,3,10.12
4-T5-0-B3,1,10.22
4-T5-0-B3,2,10.12
4-T5-0-B3,3,10.25
4-T5-0-B4,1,9.97
4-T5-0-B4,2,9.93
4-T5-0-B4,3,9.99
4-T5-0-B5,1,9.95
4-T5-0-B5,2,9.93
4-T5-0-B5,3,9.91
4-T5-0-B6,1,9.94
4-T5-0-B6,2,9.95
4-T5-0-B6,3,9.97
4-T5-25-B1,1,9.36
4-T5-25-B1,2,9.23
4-T5-25-B1,3,9.21
4-T5-25-B2,1,9.78
4-T5-25-B2,2,9.9
4-T5-25-B2,3,9.74
4-T5-25-B3,1,12.75
4-T5-25-B3,2,12.76
4-T5-25-B3,3,12.83
4-T5-25-W1,1,5.24
4-T5-25-W1,2,5.11
4-T5-25-W1,3,5.13
4-T5-25-W2,1,5.92
4-T5-25-W2,2,5.86
4-T5-25-W2,3,5.89
4-T5-25-W3,1,5.05
4-T5-25-W3,2,5.03
4-T5-25-W3,3,5.04
4-T5-25-W4,1,7.07
4-T5-25-W4,2,7.03
4-T5-25-W4,3,7.04
4-T5-25-W5,1,5.78
4-T5-25-W5,2,5.78
4-T5-25-W5,3,5.82
4-T5-50-B1,1,6.8
4-T5-50-B1,2,6.81
4-T5-50-B1,3,6.78
4-T5-50-W1,1,4.82
4-T5-50-W1,2,4.88
4-T5-50-W1,3,4.93
4-T5-50-W2,1,4.95
4-T5-50-W2,2,5.03
4-T5-50-W2,3,4.85
4-T5-50-W3,1,5.23
4-T5-50-W3,2,5.21
4-T5-50-W3,3,5.24
4-T5-50-W4,1,4.78
4-T5-50-W4,2,4.89
4-T5-50-W4,3,4.87
4-T5-50-W5,1,4.81
4-T5-50-W5,2,4.78
4-T5-50-W5,3,4.78
4-T5-50-W6,1,4.8
4-T5-50-W6,2,4.9
4-T5-50-W6,3,4.79
4-T5-50-W7,1,4.98
4-T5-50-W7,2,4.85
4-T5-50-W7,3,4.83
4-T5-50-W8,1,5.21
4-T5-50-W8,2,5.19
4-T5-50-W8,3,5.3
4-T5-50-W9,1,4.9
4-T5-50-W9,2,4.72
4-T5-50-W9,3,4.71
4-T5-50-W10,1,4.87
4-T5-50-W10,2,4.72
4-T5-50-W10,3,4.81
4-T5-50-W11,1,3.86
4-T5-50-W11,2,3.9
4-T5-50-W11,3,3.88
4-T5-50-W12,1,4.36
4-T5-50-W12,2,4.37
4-T5-50-W12,3,4.31
4-T5-50-W13,1,5.07
4-T5-50-W13,2,5.03
4-T5-50-W13,3,4.97
4-T5-50-W14,1,5.07
4-T5-50-W14,2,5.06
4-T5-50-W14,3,4.98
4-T5-50-W15,1,5.24
4-T5-50-W15,2,5.24
4-T5-50-W15,3,5.24
4-T5-50-W16,1,7.1
4-T5-50-W16,2,7.18
4-T5-50-W16,3,7.07
4-T5-50-W17,1,6.97
4-T5-50-W17,2,6.89
4-T5-50-W17,3,7.04
4-T6-0-B1,1,9.42
4-T6-0-B1,2,9.42
4-T6-0-B1,3,9.44
4-T6-0-W1,1,5.73
4-T6-0-W1,2,5.76
4-T6-0-W1,3,5.7
4-T6-0-W2,1,4.87
4-T6-0-W2,2,4.82
4-T6-0-W2,3,4.79
4-T6-0-W3,1,4.84
4-T6-0-W3,2,4.79
4-T6-0-W3,3,4.94
4-T6-0-W4,1,4.8
4-T6-0-W4,2,4.75
4-T6-0-W4,3,4.79
4-T6-25-B1,1,9.25
4-T6-25-B1,2,9.29
4-T6-25-B1,3,9.2
4-T6-25-B2,1,8.46
4-T6-25-B2,2,8.41
4-T6-25-B2,3,8.47
4-T6-25-W1,1,4.28
4-T6-25-W1,2,4.27
4-T6-25-W1,3,4.28
4-T6-25-W2,1,5.68
4-T6-25-W2,2,5.73
4-T6-25-W2,3,5.64
4-T6-25-W3,1,5.05
4-T6-25-W3,2,5.09
4-T6-25-W3,3,4.99
4-T6-25-W4,1,5.76
4-T6-25-W4,2,5.81
4-T6-25-W4,3,5.8
4-T6-25-W5,1,5.13
4-T6-25-W5,2,5.14
4-T6-25-W5,3,5.07
4-T6-25-W6,1,8.17
4-T6-25-W6,2,8.1
4-T6-25-W6,3,8.13
4-T6-50-B1,1,9.45
4-T6-50-B1,2,9.38
4-T6-50-B1,3,9.5
4-T6-50-B2,1,9.13
4-T6-50-B2,2,9.1
4-T6-50-B2,3,9.12
4-T6-50-B3,1,11.66
4-T6-50-B3,2,11.63
4-T6-50-B3,3,11.51
4-T6-50-W1,1,4.57
4-T6-50-W1,2,4.55
4-T6-50-W1,3,4.46
4-T6-50-W2,1,5.26
4-T6-50-W2,2,5.26
4-T6-50-W2,3,5.28
4-T6-50-W3,1,4.82
4-T6-50-W3,2,4.69
4-T6-50-W3,3,4.68
4-T7-0-B1,1,9.12
4-T7-0-B1,2,9
4-T7-0-B1,3,9.23
4-T7-0-B2,1,8.91
4-T7-0-B2,2,8.91
4-T7-0-B2,3,9.01
4-T7-0-B3,1,6.95
4-T7-0-B3,2,6.93
4-T7-0-B3,3,6.94
4-T7-0-B4,1,6.54
4-T7-0-B4,2,6.57
4-T7-0-B4,3,6.51
4-T7-0-W1,1,4.31
4-T7-0-W1,2,4.24
4-T7-0-W1,3,4.29
4-T7-0-W2,1,4.85
4-T7-0-W2,2,4.8
4-T7-0-W2,3,4.91
4-T7-0-W3,1,6.13
4-T7-0-W3,2,6.1
4-T7-0-W3,3,6.13
4-T7-0-W4,1,5.76
4-T7-0-W4,2,5.64
4-T7-0-W4,3,5.52
4-T7-0-W5,1,4.81
4-T7-0-W5,2,4.88
4-T7-0-W5,3,4.81
4-T7-0-W6,1,6.33
4-T7-0-W6,2,6.27
4-T7-0-W6,3,6.33
4-T7-0-W7,1,5.79
4-T7-0-W7,2,5.62
4-T7-0-W7,3,5.72
4-T7-0-W8,1,5.08
4-T7-0-W8,2,5.1
4-T7-0-W8,3,5.1
4-T7-0-W9,1,5.18
4-T7-0-W9,2,5.25
4-T7-0-W9,3,5.26
4-T7-0-W10,1,5.37
4-T7-0-W10,2,5.32
4-T7-0-W10,3,5.33
4-T7-0-W11,1,5.91
4-T7-0-W11,2,5.85
4-T7-0-W11,3,5.85
4-T7-0-W12,1,4.95
4-T7-0-W12,2,5.01
4-T7-0-W12,3,4.92
4-T7-0-W13,1,7.46
4-T7-0-W13,2,7.46
4-T7-0-W13,3,7.38
4-T7-0-W14,1,7.22
4-T7-0-W14,2,7.24
4-T7-0-W14,3,7.23
4-T7-0-W15,1,8.14
4-T7-0-W15,2,8.02
4-T7-0-W15,3,8.2
4-T7-0-W16,1,6.43
4-T7-0-W16,2,6.43
4-T7-0-W16,3,6.39
4-T7-25-B1,1,9.06
4-T7-25-B1,2,9.15
4-T7-25-B1,3,9.14
4-T7-25-B2,1,10.67
4-T7-25-B2,2,10.72
4-T7-25-B2,3,10.57
4-T7-25-B3,1,10.27
4-T7-25-B3,2,10.23
4-T7-25-B3,3,10.32
4-T7-25-B4,1,6.54
4-T7-25-B4,2,6.51
4-T7-25-B4,3,6.46
4-T7-25-W1,1,5.08
4-T7-25-W1,2,5.14
4-T7-25-W1,3,5.21
4-T7-25-W2,1,4.05
4-T7-25-W2,2,4.01
4-T7-25-W2,3,4
4-T7-25-W3,1,8.03
4-T7-25-W3,2,8.1
4-T7-25-W3,3,8.12
4-T7-50-B1,1,9.48
4-T7-50-B1,2,9.57
4-T7-50-B1,3,9.47
4-T7-50-B2,1,9.72
4-T7-50-B2,2,9.6
4-T7-50-B2,3,9.73
4-T7-50-B3,1,9.35
4-T7-50-B3,2,9.43
4-T7-50-B3,3,9.28
4-T7-50-B4,1,9.53
4-T7-50-B4,2,9.68
4-T7-50-B4,3,9.54
4-T7-50-B5,1,6.67
4-T7-50-B5,2,6.64
4-T7-50-B5,3,6.63
4-T7-50-B6,1,7.08
4-T7-50-B6,2,7.01
4-T7-50-B6,3,7.08
4-T7-50-W1,1,5.83
4-T7-50-W1,2,5.89
4-T7-50-W1,3,5.88
4-T7-50-W2,1,4.41
4-T7-50-W2,2,4.52
4-T7-50-W2,3,4.57
4-T7-50-W3,1,4.83
4-T7-50-W3,2,4.76
4-T7-50-W3,3,4.81
4-T8-0-B1,1,9.83
4-T8-0-B1,2,9.73
4-T8-0-B1,3,9.88
4-T8-0-B2,1,9.05
4-T8-0-B2,2,9.12
4-T8-0-B2,3,9.05
4-T8-0-B3,1,9.74
4-T8-0-B3,2,9.85
4-T8-0-B3,3,9.83
4-T8-0-B4,1,9.49
